time;logger;level;message;exception
2012-03-14 09:53:48.5577;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'items/33' was found;
2012-03-14 09:53:48.5757;Raven.Database.Server.HttpServer;Debug;Request #  79: GET     -   354 ms - <default>  - 200 - /indexes/dynamic/Items?query=&start=0&pageSize=128&aggregation=None;
2012-03-14 09:53:49.4247;Raven.Database.Server.HttpServer;Debug;Request #  80: GET     -    77 ms - <default>  - 200 - /docs/?start=0&pageSize=20&noCache=1005907293;
2012-03-14 09:53:49.4317;Raven.Database.Server.HttpServer;Debug;Request #  81: GET     -    86 ms - <default>  - 200 - /docs/?start=0&pageSize=20&noCache=457438345;
2012-03-14 09:53:49.4317;Raven.Database.Server.HttpServer;Debug;Request #  82: GET     -    96 ms - <default>  - 200 - /stats?noCache=41732160;
2012-03-14 09:54:00.6709;Raven.Database.Server.HttpServer;Debug;Request #  83: GET     -    77 ms - <default>  - 200 - /stats?noCache=673447754;
2012-03-14 09:54:05.8614;Raven.Database.Server.HttpServer;Debug;Request #  84: GET     -   107 ms - <default>  - 200 - /stats?noCache=-1301070471;
2012-03-14 09:54:17.0475;Raven.Database.Server.HttpServer;Debug;Request #  85: GET     -    27 ms - <default>  - 200 - /databases/?pageSize=1024&noCache=2110284126;
2012-03-14 09:54:17.0475;Raven.Database.Server.HttpServer;Debug;Request #  86: GET     -    26 ms - <default>  - 200 - /docs/?start=0&pageSize=20&noCache=-354480471;
2012-03-14 09:54:17.0475;Raven.Database.Server.HttpServer;Debug;Request #  87: GET     -    34 ms - <default>  - 200 - /stats?noCache=-813777312;
2012-03-14 09:54:22.2330;Raven.Database.Server.HttpServer;Debug;Request #  88: GET     -   103 ms - <default>  - 200 - /stats?noCache=1171296756;
2012-03-14 09:54:25.1493;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2012-03-14 09:54:25.1493;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Raven/DocumentsByEntityName for: Tag:Items;
2012-03-14 09:54:25.1493;Raven.Database.Server.HttpServer;Debug;Request #  89: GET     -     1 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2012-03-14 09:54:25.1493;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'items/1' was found;
2012-03-14 09:54:25.1493;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'items/2' was found;
2012-03-14 09:54:25.1493;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'items/33' was found;
2012-03-14 09:54:25.1573;Raven.Database.Server.HttpServer;Debug;Request #  90: GET     -     9 ms - <default>  - 200 - /indexes/dynamic/Items?query=&start=0&pageSize=128&aggregation=None;
2012-03-14 09:54:30.5368;Raven.Database.Server.HttpServer;Debug;Request #  91: GET     -     3 ms - <default>  - 304 - /indexes/dynamic/Items?query=&start=0&pageSize=128&aggregation=None;
2012-03-14 09:54:42.6660;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2012-03-14 09:54:42.6660;Raven.Database.Server.HttpServer;Debug;Request #  92: GET     -     1 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2012-03-14 09:54:42.7350;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Raven/DocumentsByEntityName for: Tag:Items;
2012-03-14 09:54:42.7350;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'items/1' was found;
2012-03-14 09:54:42.7350;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'items/2' was found;
2012-03-14 09:54:42.7350;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'items/33' was found;
2012-03-14 09:54:42.7350;Raven.Database.Server.HttpServer;Debug;Request #  93: GET     -     7 ms - <default>  - 200 - /indexes/dynamic/Items?query=&start=0&pageSize=128&aggregation=None;
2012-03-14 09:55:03.1161;Raven.Database.Server.HttpServer;Debug;Request #  94: GET     -    51 ms - <default>  - 200 - /docs/?start=0&pageSize=20&noCache=582896037;
2012-03-14 09:55:06.1194;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2012-03-14 09:55:06.1194;Raven.Database.Server.HttpServer;Debug;Request #  95: GET     -     1 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2012-03-14 09:55:06.1764;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Raven/DocumentsByEntityName for: Tag:Items;
2012-03-14 09:55:06.1764;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'items/1' was found;
2012-03-14 09:55:06.1764;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'items/2' was found;
2012-03-14 09:55:06.1764;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'items/33' was found;
2012-03-14 09:55:06.1764;Raven.Database.Server.HttpServer;Debug;Request #  96: GET     -     5 ms - <default>  - 200 - /indexes/dynamic/Items?query=&start=0&pageSize=128&aggregation=None;
2012-03-14 09:55:09.9638;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Hilo/items' was found;
2012-03-14 09:55:09.9638;Raven.Database.Server.HttpServer;Debug;Request #  97: GET     -     1 ms - <default>  - 200 - /docs/Raven/Hilo/items;
2012-03-14 09:55:09.9828;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Inserted a new document with key 'Raven/Hilo/items', update: True, ;
2012-03-14 09:55:09.9828;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 12 because: PUT Raven/Hilo/items;
2012-03-14 09:55:09.9828;Raven.Database.DocumentDatabase;Debug;Put document Raven/Hilo/items with etag 00000000-0000-0100-0000-000000000006;
2012-03-14 09:55:09.9828;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;Found a total of 1 documents that requires indexing since etag: 00000000-0000-0100-0000-000000000005;
2012-03-14 09:55:09.9828;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 12, for: ReducingExecuter, will wait for additional work;
2012-03-14 09:55:09.9828;Raven.Database.Impl.DocumentRetriever;Debug;Triggered Raven.Database.Plugins.Builtins.FilterRavenInternalDocumentsReadTrigger asked us to ignore Raven/Hilo/items;
2012-03-14 09:55:09.9828;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;After read triggers executed, 0 documents remained;
2012-03-14 09:55:09.9828;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;All documents have been filtered for Raven/DocumentsByEntityName, no indexing will be performed, updating to 00000000-0000-0100-0000-000000000006, 14.03.2012 08:55:09;
2012-03-14 09:55:09.9828;Raven.Database.Server.HttpServer;Debug;Request #  98: PUT     -     2 ms - <default>  - 201 - /docs/Raven/Hilo/items;
2012-03-14 09:55:09.9828;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 13 because: WORK BY IndexingExecuter;
2012-03-14 09:55:09.9828;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 13, for: IndexingExecuter, will wait for additional work;
2012-03-14 09:55:09.9828;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 13, for: ReducingExecuter, will wait for additional work;
2012-03-14 09:55:10.0208;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Inserted a new document with key 'items/65', update: False, ;
2012-03-14 09:55:10.0208;Raven.Database.DocumentDatabase;Debug;Put document items/65 with etag 00000000-0000-0100-0000-000000000007;
2012-03-14 09:55:10.0208;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 14 because: PUT items/65;
2012-03-14 09:55:10.0208;Raven.Database.DocumentDatabase;Debug;Successfully executed 1 commands in 00:00:00.0020230;
2012-03-14 09:55:10.0208;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;Found a total of 1 documents that requires indexing since etag: 00000000-0000-0100-0000-000000000006;
2012-03-14 09:55:10.0208;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 14, for: ReducingExecuter, will wait for additional work;
2012-03-14 09:55:10.0208;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;After read triggers executed, 1 documents remained;
2012-03-14 09:55:10.0208;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;Going to index 1 documents in IndexName: Raven/DocumentsByEntityName, LastIndexedEtag: 00000000-0000-0100-0000-000000000006;
2012-03-14 09:55:10.0208;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;Indexing 1 documents for index: Raven/DocumentsByEntityName. (items/65);
2012-03-14 09:55:10.0208;Raven.Database.Indexing.Index.Indexing;Debug;"Indexing on items/65 result in index Raven/DocumentsByEntityName gave document: 	__document_id IS: items/65
	Tag I-: Items
	LastModified I-: 20120314085510020
";
2012-03-14 09:55:10.0208;Raven.Database.Server.HttpServer;Debug;Request #  99: POST    -     3 ms - <default>  - 200 - /bulk_docs;
2012-03-14 09:55:10.0268;Raven.Database.Server.HttpServer;Debug;"	PUT items/65
";
2012-03-14 09:55:10.0438;Raven.Database.Indexing.Index.Indexing;Debug;Indexed 1 documents for Raven/DocumentsByEntityName;
2012-03-14 09:55:10.0438;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 15 because: WORK BY IndexingExecuter;
2012-03-14 09:55:10.0438;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 15, for: ReducingExecuter, will wait for additional work;
2012-03-14 09:55:10.0438;Raven.Database.Indexing.WorkContext;Debug;No work was found, workerWorkCounter: 15, for: IndexingExecuter, will wait for additional work;
2012-03-14 09:55:12.3340;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Raven/DocumentsByEntityName for: Tag:Items;
2012-03-14 09:55:12.3340;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'items/1' was found;
2012-03-14 09:55:12.3340;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'items/2' was found;
2012-03-14 09:55:12.3340;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'items/33' was found;
2012-03-14 09:55:12.3340;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'items/65' was found;
2012-03-14 09:55:12.3340;Raven.Database.Server.HttpServer;Debug;Request # 100: GET     -     6 ms - <default>  - 200 - /indexes/dynamic/Items?query=&start=0&pageSize=128&aggregation=None;
2012-03-14 09:55:16.6194;Raven.Database.Server.HttpServer;Debug;Request # 101: GET     -     1 ms - <default>  - 200 - /docs/?start=0&pageSize=15&startsWith=/&noCache=1088981;
2012-03-14 09:55:16.6364;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'items/65' was found;
2012-03-14 09:55:16.6364;Raven.Database.Server.HttpServer;Debug;Request # 102: GET     -     1 ms - <default>  - 200 - /docs/items/65?noCache=-721382585;
2012-03-14 09:55:16.7654;Raven.Database.Server.HttpServer;Debug;Request # 103: GET     -     0 ms - <default>  - 200 - /docs/?start=0&pageSize=15&startsWith=items/65/&noCache=-1179013297;
2012-03-14 09:55:17.2745;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'items/65' was found;
2012-03-14 09:57:50.5181;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2012-03-14 09:57:50.5181;Raven.Database.Server.HttpServer;Debug;Request # 104: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2012-03-14 09:57:50.7211;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Raven/DocumentsByEntityName for: Tag:Items;
2012-03-14 09:57:50.7211;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'items/1' was found;
2012-03-14 09:57:50.7211;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'items/2' was found;
2012-03-14 09:57:50.7211;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'items/33' was found;
2012-03-14 09:57:50.7211;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'items/65' was found;
2012-03-14 09:57:50.7211;Raven.Database.Server.HttpServer;Debug;Request # 105: GET     -    72 ms - <default>  - 200 - /indexes/dynamic/Items?query=&start=0&pageSize=128&aggregation=None;
2012-03-14 10:00:19.4347;Raven.Database.Indexing.WorkContext;Debug;Stopping background workers;
